task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Client Meeting,Medium,Mid,Other,Critical,6,3,3,12,4,10,False,2,False,3.35,1,1,1,0,2.85
Documentation,Medium,Senior,C++,Low,7,3,2,14,5,13,False,3,True,5.15,0,1,1,1,3.08
Bug Fix,Low,Mid,Go,Low,5,5,1,10,10,17,False,1,False,4.97,1,0,2,2,1.55
Code Review,High,Senior,JavaScript,High,7,3,3,14,6,9,True,2,False,4.09,1,1,0,1,3.66
Feature Dev,High,Tech Lead,Other,High,13,3,3,26,4,10,True,0,True,2.2,2,1,0,0,7.48
Deployment,High,Senior,Python,Medium,2,3,1,4,3,15,True,0,False,4.37,1,1,0,1,1.03
Refactoring,Low,Senior,C++,High,12,3,1,24,5,12,False,2,True,1.6,2,1,0,0,5.25
Design Review,Low,Senior,C++,Medium,13,5,2,26,9,12,True,1,False,3.32,2,0,3,0,4.71
Refactoring,Medium,Junior,Python,Critical,1,3,1,2,5,18,False,3,False,3.87,1,0,2,0,0.74
Client Meeting,High,Tech Lead,Other,Medium,10,5,3,20,7,10,False,1,False,3.84,2,1,1,1,4.32
Deployment,Medium,Mid,C++,Low,5,5,1,10,10,18,False,3,False,4.93,1,1,2,1,1.78
Testing,Low,Tech Lead,Go,High,5,1,2,10,2,18,False,2,True,3.49,0,1,0,0,2.43
Code Review,High,Junior,Python,Medium,12,5,1,24,8,13,False,2,False,2.72,3,1,1,0,5.32
Client Meeting,Low,Mid,C++,Low,12,2,2,24,7,13,False,2,False,3.67,1,0,1,0,4.44
Code Review,Low,Mid,Other,High,6,4,3,12,4,9,False,1,False,3.82,1,1,2,0,2.47
Design Review,Low,Junior,Other,Low,13,3,1,26,8,17,False,0,False,6.14,0,0,2,1,3.99
Bug Fix,High,Senior,Java,High,7,5,1,14,1,9,True,2,True,5.38,1,1,1,2,3.12
Feature Dev,High,Mid,JavaScript,Low,3,4,1,6,1,14,True,0,False,4.07,0,3,1,0,1.59
Feature Dev,Medium,Senior,JavaScript,High,3,1,3,6,3,17,False,1,True,5.89,0,0,1,0,1.84
Client Meeting,Low,Mid,C++,Medium,13,1,0,26,3,17,False,1,False,1.37,1,0,0,0,4.63
Testing,Medium,Tech Lead,Java,Critical,6,3,3,12,2,12,False,1,False,4.11,1,0,2,0,2.59
Code Review,Medium,Tech Lead,Java,Low,8,2,2,16,8,11,True,2,False,3.83,1,0,0,1,3.6
Client Meeting,High,Senior,C++,Medium,4,2,2,8,7,18,False,2,False,1.9,2,0,0,0,2.22
Design Review,Medium,Senior,JavaScript,High,13,1,0,26,1,16,True,2,True,3.13,0,1,0,0,5.92
Client Meeting,Medium,Mid,Other,High,2,4,3,4,2,17,True,0,False,2.78,2,1,1,0,1.33
Testing,Low,Tech Lead,Python,High,11,1,1,22,4,16,True,0,False,1.48,1,0,0,0,4.45
Documentation,High,Senior,Python,High,6,3,1,12,3,10,True,3,False,6.18,0,1,0,2,2.91
Design Review,Medium,Junior,C++,Low,11,5,0,22,5,10,False,3,False,5.09,2,0,0,3,3.65
Design Review,Low,Senior,C++,Medium,5,5,0,10,2,11,True,1,True,4.35,1,1,2,1,1.6
Feature Dev,High,Mid,Go,Medium,13,3,3,26,5,10,False,2,False,3.28,2,0,0,1,6.15
Feature Dev,Medium,Mid,Go,High,1,1,0,2,7,17,False,3,False,2.57,0,1,0,0,0.67
Design Review,Low,Tech Lead,JavaScript,Critical,9,2,1,18,2,13,False,2,True,2.29,1,1,0,0,3.94
Feature Dev,Medium,Senior,Go,High,7,3,2,14,10,15,False,3,False,2.81,1,2,0,0,3.36
Refactoring,Medium,Junior,Go,Low,12,4,3,24,1,10,False,0,False,1.93,3,1,0,0,5.18
Design Review,Medium,Mid,Python,Low,9,1,0,18,7,9,False,0,False,1.68,1,0,0,0,3.58
Documentation,High,Senior,JavaScript,Critical,7,3,1,14,7,13,False,2,True,2.43,2,0,1,0,3.8
Refactoring,Medium,Mid,Java,High,4,3,1,8,4,13,False,1,False,3.23,1,1,1,0,1.9
Bug Fix,Medium,Senior,Python,Medium,13,4,1,26,10,9,True,0,False,2.71,2,2,0,0,5.42
Refactoring,Medium,Mid,Java,Medium,9,5,2,18,8,12,False,2,False,4.14,1,2,2,0,3.64
Feature Dev,Medium,Mid,Other,Medium,13,1,0,26,5,12,False,0,True,3.76,0,1,0,0,5.3
Design Review,High,Senior,Go,Medium,4,5,2,8,4,17,False,3,False,2.97,2,3,0,0,2.36
Deployment,Low,Junior,Java,Low,12,3,1,24,2,14,True,3,False,1.9,2,1,0,0,5.14
Bug Fix,Medium,Mid,Java,Low,3,4,1,6,5,13,False,2,False,4.81,1,0,2,1,1.39
Documentation,Low,Senior,C++,Medium,2,3,1,4,4,13,False,2,False,4.75,1,0,1,1,1.03
Deployment,Low,Tech Lead,C++,High,4,5,1,8,10,12,True,2,False,3.78,1,2,2,0,1.62
Feature Dev,Medium,Mid,Other,Critical,8,4,3,16,10,14,False,1,True,4.11,1,2,0,1,3.75
Refactoring,High,Junior,Python,Medium,1,3,0,2,3,13,True,1,False,3.77,1,0,2,0,0.66
Refactoring,Low,Senior,Other,High,13,1,2,26,6,10,False,2,False,6.39,0,0,1,0,4.69
Documentation,High,Senior,Python,High,7,1,2,14,5,14,True,0,False,1.12,1,0,0,0,3.77
Documentation,High,Senior,JavaScript,Medium,11,2,2,22,3,15,False,2,True,1.1,2,0,0,0,6.1
Code Review,Low,Tech Lead,Other,Low,11,1,0,22,6,12,False,0,True,1.82,1,0,0,0,4.25
Documentation,Medium,Mid,JavaScript,High,5,4,0,10,2,17,False,0,False,3.28,2,1,1,0,1.76
Feature Dev,Low,Junior,C++,High,3,5,0,6,6,16,False,1,False,4.52,1,1,2,1,0.84
Bug Fix,Medium,Tech Lead,C++,High,3,1,1,6,4,11,False,0,False,3.17,0,1,0,0,1.42
Bug Fix,Medium,Junior,Python,Critical,6,4,1,12,10,10,False,1,False,4.12,1,2,0,1,2.31
Client Meeting,Low,Mid,Other,Critical,5,1,1,10,4,15,True,1,False,7.58,0,0,0,1,1.95
Deployment,High,Mid,Java,Critical,5,5,3,10,8,14,True,2,False,2.99,3,1,1,0,3.04
Deployment,Low,Mid,Python,Critical,5,1,3,10,6,10,True,0,True,5.4,0,0,1,0,2.19
Design Review,High,Tech Lead,Go,Low,12,2,2,24,9,14,False,0,False,1.89,2,0,0,0,5.96
Code Review,High,Mid,Go,High,1,1,0,2,8,18,False,3,False,3.72,0,1,0,0,0.6
Client Meeting,Low,Tech Lead,JavaScript,Medium,9,4,1,18,1,10,True,0,False,2.47,3,0,1,0,3.45
Testing,High,Tech Lead,Java,High,11,4,3,22,1,12,True,0,False,4.62,0,2,1,1,4.73
Deployment,Low,Mid,Go,Medium,5,5,3,10,10,12,True,3,False,4.35,1,1,2,1,2.32
Design Review,Low,Senior,Java,Critical,1,3,0,2,4,16,False,0,False,4.29,1,1,0,1,0.5
Documentation,Low,Senior,C++,Critical,7,3,3,14,2,18,False,2,False,2.75,2,0,1,0,2.88
Bug Fix,High,Mid,Other,Low,2,5,0,4,8,17,True,3,False,4.12,1,2,2,0,1.16
Deployment,Medium,Mid,Java,Low,4,5,0,8,5,10,False,2,False,2.85,2,2,1,0,1.57
Feature Dev,Low,Junior,Python,Low,9,2,3,18,1,10,False,3,False,2.36,1,1,0,0,3.98
Bug Fix,Medium,Mid,Other,Low,8,1,1,16,9,9,False,3,False,3.14,0,1,0,0,3.56
Client Meeting,High,Tech Lead,JavaScript,Medium,9,3,1,18,6,16,True,2,True,3.49,1,1,1,0,4.64
Documentation,Medium,Mid,C++,High,10,5,0,20,8,14,True,3,False,3.19,1,3,1,0,4.18
Code Review,Low,Junior,Other,High,2,3,3,4,4,9,True,3,True,4.3,0,2,1,0,1.45
Bug Fix,High,Junior,Go,Critical,5,2,0,10,10,9,True,0,False,2.29,1,1,0,0,2.57
Code Review,High,Mid,Other,Medium,7,1,2,14,3,15,False,2,False,3.57,0,1,0,0,3.4
Deployment,High,Tech Lead,Java,Critical,10,3,0,20,8,12,False,0,False,3.54,1,1,1,0,4.22
Documentation,High,Junior,Java,Critical,3,3,1,6,4,11,False,0,True,4.29,0,1,2,0,1.28
Bug Fix,High,Senior,JavaScript,Medium,6,2,1,12,7,16,True,1,False,3.35,1,0,1,0,2.72
Code Review,Low,Senior,Other,Medium,7,5,3,14,4,16,False,3,True,1.15,5,0,0,0,3.5
Design Review,Medium,Junior,Java,Medium,10,3,2,20,3,12,True,3,True,3.46,0,2,1,0,4.81
Bug Fix,High,Tech Lead,Go,Low,13,2,1,26,10,14,True,3,False,1.75,2,0,0,0,6.91
Testing,Medium,Senior,Go,Critical,3,5,2,6,8,16,False,1,False,3.63,3,0,1,1,1.41
Code Review,Low,Senior,JavaScript,High,2,2,0,4,1,9,False,3,False,4.67,0,0,2,0,0.81
Bug Fix,Low,Tech Lead,JavaScript,Low,6,2,3,12,6,13,True,0,True,4.29,1,0,0,1,2.73
Bug Fix,High,Mid,JavaScript,Low,3,5,3,6,3,13,False,2,False,2.1,3,2,0,0,1.97
Deployment,Medium,Junior,Java,Low,1,4,2,2,1,9,True,2,True,4.08,2,0,1,1,0.98
Deployment,Medium,Senior,Go,Low,1,3,3,2,3,16,False,2,False,2.17,2,1,0,0,0.86
Refactoring,Low,Junior,JavaScript,Low,3,2,2,6,6,11,False,1,False,1.8,2,0,0,0,1.35
Design Review,High,Tech Lead,Other,High,7,1,3,14,9,13,False,1,False,4.85,0,0,1,0,3.45
Refactoring,Low,Senior,Java,Critical,4,5,1,8,3,11,False,2,False,2.5,2,3,0,0,1.61
Feature Dev,Low,Tech Lead,Go,Critical,2,2,2,4,1,10,True,0,False,4.49,0,1,1,0,1.04
Feature Dev,Low,Mid,C++,Low,7,3,1,14,9,13,True,3,False,3.49,1,1,1,0,2.89
Testing,Low,Tech Lead,Other,Critical,2,3,0,4,6,16,False,3,True,2.48,2,1,0,0,1.2
Refactoring,Medium,Mid,Other,Low,1,3,0,2,6,14,False,0,False,1.83,2,1,0,0,0.5
Client Meeting,Medium,Mid,Other,Medium,9,5,2,18,3,9,False,3,False,2.19,4,0,1,0,4.0
Deployment,Medium,Tech Lead,Go,Critical,13,2,2,26,7,10,False,3,True,3.91,0,2,0,0,5.98
Bug Fix,Low,Junior,Python,Medium,9,5,2,18,6,13,False,1,False,4.04,2,1,0,2,3.2
Code Review,High,Junior,Other,Critical,7,4,3,14,10,18,False,3,False,1.67,3,1,0,0,3.95
Client Meeting,Low,Mid,Go,High,4,4,0,8,10,9,False,2,False,2.67,2,1,1,0,1.6
Bug Fix,High,Mid,Other,Critical,4,3,2,8,3,18,False,2,False,3.71,1,1,0,1,2.06
Feature Dev,Medium,Mid,Python,Medium,4,3,1,8,10,15,False,2,False,2.73,0,3,0,0,1.96
Client Meeting,High,Junior,Java,Medium,9,3,1,18,5,17,True,2,True,5.31,0,1,1,1,4.39
Testing,High,Mid,JavaScript,High,12,2,3,24,2,13,True,1,False,3.78,0,2,0,0,5.99
Feature Dev,Low,Senior,Java,Medium,10,1,1,20,7,10,False,1,False,2.5,0,1,0,0,3.81
Bug Fix,High,Senior,Java,High,5,2,2,10,5,14,False,3,False,4.03,1,0,1,0,2.78
Testing,High,Tech Lead,C++,Critical,5,4,0,10,5,18,True,0,False,2.28,1,3,0,0,2.2
Documentation,High,Junior,Python,Medium,8,2,3,16,7,10,True,0,False,2.51,1,1,0,0,4.25
Client Meeting,High,Junior,C++,Low,5,1,3,10,2,13,False,1,False,3.41,0,1,0,0,2.56
Design Review,Low,Junior,C++,Critical,5,2,2,10,3,17,False,3,False,4.04,0,1,1,0,2.2
Testing,High,Tech Lead,JavaScript,Medium,11,1,2,22,3,13,False,1,False,1.47,1,0,0,0,5.52
Feature Dev,Low,Mid,Java,High,5,2,1,10,6,13,False,3,True,3.97,0,1,1,0,2.37
Testing,High,Mid,Go,Critical,10,1,1,20,3,10,False,1,False,1.19,1,0,0,0,4.83
Refactoring,High,Junior,Go,Medium,11,5,0,22,2,15,False,0,False,4.46,0,3,1,1,4.23
Client Meeting,Low,Mid,JavaScript,Medium,4,2,0,8,10,10,False,1,False,1.84,1,1,0,0,1.67
Design Review,Low,Tech Lead,Python,Critical,11,5,0,22,9,9,False,3,True,2.24,2,3,0,0,4.57
Feature Dev,High,Senior,Go,Low,13,1,2,26,8,10,True,2,True,1.3,1,0,0,0,7.7
Code Review,Medium,Tech Lead,Python,High,12,4,3,24,4,15,False,1,True,3.01,2,1,1,0,5.28
Deployment,High,Senior,Go,High,4,2,2,8,10,13,True,0,False,2.24,1,1,0,0,2.16
Deployment,Low,Senior,C++,Low,13,2,3,26,10,16,True,1,False,3.21,0,2,0,0,5.27
Documentation,Low,Mid,Java,Medium,2,2,1,4,9,15,False,1,False,2.73,0,2,0,0,1.05
Documentation,Low,Mid,Java,High,13,1,2,26,3,17,False,2,False,5.74,0,0,1,0,4.39
Deployment,High,Senior,Python,Medium,11,2,0,22,2,12,True,1,True,3.71,1,0,1,0,5.27
Bug Fix,High,Tech Lead,Java,Low,5,1,1,10,3,12,True,0,False,7.14,0,0,0,1,2.14
Refactoring,Medium,Senior,JavaScript,Critical,5,5,1,10,6,16,False,2,False,3.0,2,2,0,1,2.16
Feature Dev,Low,Junior,JavaScript,High,8,3,0,16,2,13,False,3,False,2.31,1,2,0,0,3.23
Bug Fix,High,Senior,Other,Low,13,2,2,26,9,13,False,3,False,3.28,1,0,1,0,6.25
Bug Fix,High,Senior,JavaScript,Critical,10,5,1,20,10,11,False,2,False,4.05,1,2,2,0,4.49
Documentation,Low,Mid,Java,Low,1,1,0,2,2,12,False,1,False,1.59,1,0,0,0,0.5
Refactoring,Low,Senior,Java,High,5,2,0,10,8,17,False,0,False,1.87,2,0,0,0,1.86
Feature Dev,Medium,Junior,C++,High,11,2,3,22,7,16,False,1,False,3.28,0,2,0,0,4.52
Bug Fix,High,Junior,Java,Critical,12,1,0,24,5,17,False,3,False,1.14,1,0,0,0,5.94
Design Review,High,Mid,Other,Critical,13,1,1,26,10,17,False,0,False,2.62,0,1,0,0,6.06
Client Meeting,Medium,Tech Lead,JavaScript,Low,3,3,3,6,5,13,False,3,False,3.86,0,2,1,0,1.65
Documentation,Medium,Tech Lead,Python,High,8,4,3,16,4,9,True,1,True,3.72,1,1,2,0,3.94
Bug Fix,Low,Mid,Java,Critical,6,4,0,12,6,16,False,3,False,2.4,2,1,1,0,2.41
Testing,High,Junior,Python,Low,8,1,3,16,8,12,True,1,False,1.05,1,0,0,0,4.4
Documentation,Medium,Senior,JavaScript,Low,2,4,0,4,1,17,True,1,False,3.04,2,1,1,0,0.95
Client Meeting,High,Mid,Go,Critical,9,1,2,18,9,9,False,0,False,1.08,1,0,0,0,4.44
Design Review,Low,Tech Lead,C++,Medium,2,5,0,4,4,10,False,2,False,4.37,1,2,0,2,0.65
Code Review,High,Mid,Python,High,3,1,0,6,4,17,False,0,False,1.27,1,0,0,0,1.59
Design Review,High,Mid,JavaScript,Medium,2,5,2,4,2,12,False,0,False,2.08,3,2,0,0,1.4
Feature Dev,Medium,Tech Lead,Go,High,9,1,1,18,6,12,False,2,False,3.38,0,1,0,0,3.71
Feature Dev,Medium,Senior,Java,Critical,2,2,3,4,1,10,False,2,False,5.91,0,0,1,1,1.15
Documentation,High,Tech Lead,Python,Medium,2,3,2,4,5,11,False,1,False,3.64,0,2,1,0,1.27
Design Review,Medium,Junior,Go,Low,1,1,1,2,6,13,False,3,False,6.5,0,0,1,0,0.93
Client Meeting,High,Junior,C++,High,11,1,3,22,10,15,True,1,False,1.42,1,0,0,0,5.93
Client Meeting,High,Tech Lead,JavaScript,High,2,3,3,4,3,14,True,2,True,2.64,1,2,0,0,1.83
Client Meeting,Medium,Junior,Java,Critical,13,5,3,26,2,9,False,1,False,4.4,2,0,3,0,4.87
Feature Dev,Low,Mid,Java,Low,1,4,1,2,10,10,False,1,False,2.28,2,2,0,0,0.5
Refactoring,Low,Tech Lead,Java,High,10,4,1,20,7,11,False,0,False,3.7,1,2,0,1,3.17
Deployment,High,Junior,Go,Critical,9,2,3,18,10,11,False,1,False,6.72,0,0,1,1,3.92
Documentation,High,Junior,C++,Low,6,4,1,12,8,16,True,2,False,3.63,2,1,0,1,2.72
Client Meeting,Low,Tech Lead,JavaScript,Low,11,2,0,22,8,14,True,3,True,4.55,0,1,1,0,4.5
Testing,Low,Mid,JavaScript,High,4,3,2,8,10,17,True,3,False,3.55,1,1,1,0,1.86
Documentation,Low,Senior,Python,Medium,10,5,0,20,3,9,True,3,False,2.08,3,2,0,0,4.05
Bug Fix,Low,Mid,Other,Medium,13,2,2,26,6,13,True,1,True,3.03,0,2,0,0,5.73
Bug Fix,High,Tech Lead,C++,High,7,4,0,14,2,17,False,1,False,2.39,1,3,0,0,3.42
Feature Dev,Medium,Mid,Other,High,10,3,2,20,4,9,False,2,False,4.25,1,1,0,1,3.79
Deployment,Medium,Junior,Go,High,9,2,1,18,1,11,False,1,False,2.24,1,1,0,0,3.82
Client Meeting,High,Mid,Other,Medium,12,2,0,24,10,17,False,1,False,2.1,1,1,0,0,5.38
Feature Dev,Low,Junior,JavaScript,Low,3,2,1,6,4,12,False,0,True,1.13,2,0,0,0,1.53
Client Meeting,Low,Tech Lead,Java,Medium,11,2,2,22,6,10,True,2,False,3.73,1,0,1,0,4.17
Deployment,Medium,Tech Lead,Other,Critical,6,2,1,12,8,17,False,2,False,6.48,0,0,1,1,2.1
Deployment,High,Senior,C++,High,3,5,0,6,8,12,False,2,False,4.5,1,0,3,1,1.24
Bug Fix,High,Tech Lead,C++,Medium,13,3,0,26,7,11,False,0,False,2.13,2,1,0,0,6.0
Design Review,High,Senior,C++,High,6,5,0,12,3,9,False,3,False,3.04,3,1,0,1,2.98
Code Review,Low,Tech Lead,JavaScript,Medium,7,3,0,14,6,16,False,0,True,1.76,2,1,0,0,2.95
Client Meeting,Low,Tech Lead,Java,Medium,2,5,0,4,10,14,False,1,False,3.8,2,1,1,1,0.88
Documentation,High,Tech Lead,Go,High,4,4,2,8,3,17,True,0,False,5.38,0,1,2,1,1.71
Documentation,High,Mid,JavaScript,Critical,4,2,3,8,10,16,False,0,True,2.63,1,1,0,0,2.5
Feature Dev,High,Tech Lead,Go,High,5,4,2,10,3,13,False,3,True,3.69,2,0,1,1,2.89
Client Meeting,Low,Senior,Java,Low,12,4,0,24,2,17,True,1,False,3.62,1,2,1,0,4.43
Refactoring,Low,Senior,C++,Medium,12,5,0,24,8,10,False,2,False,3.56,2,1,1,1,3.96
Code Review,Low,Mid,C++,Medium,8,3,0,16,6,14,True,0,False,1.9,3,0,0,0,2.88
Refactoring,Medium,Mid,C++,High,4,1,1,8,5,10,False,2,False,3.62,0,1,0,0,1.99
Deployment,Low,Mid,Go,High,10,1,0,20,5,16,False,2,False,1.35,1,0,0,0,3.9
Refactoring,High,Senior,Java,High,6,5,0,12,4,15,False,2,False,2.51,2,2,1,0,2.77
Deployment,Low,Mid,Other,High,2,3,0,4,5,9,False,0,False,2.46,1,2,0,0,0.53
Feature Dev,Low,Junior,Other,Low,2,5,2,4,4,17,False,0,False,4.55,1,2,0,2,0.92
Client Meeting,Medium,Tech Lead,JavaScript,High,4,2,1,8,8,12,False,2,False,1.97,2,0,0,0,1.96
Refactoring,Low,Junior,Java,Critical,6,1,0,12,1,18,True,2,False,3.67,0,1,0,0,2.46
Bug Fix,Medium,Senior,Python,Critical,5,2,3,10,5,14,False,2,False,3.95,1,0,1,0,2.3
Deployment,Medium,Mid,JavaScript,Low,9,4,3,18,1,18,True,0,False,2.24,2,2,0,0,4.15
Bug Fix,High,Mid,C++,Low,5,2,3,10,3,15,False,0,False,2.24,1,1,0,0,2.53
Bug Fix,Low,Junior,Other,Medium,10,2,0,20,7,10,True,2,False,1.4,2,0,0,0,4.16
Bug Fix,Low,Senior,JavaScript,Low,13,4,0,26,3,17,True,0,True,3.61,2,1,0,1,4.88
Client Meeting,Medium,Junior,Go,High,12,2,2,24,2,16,True,0,True,3.36,1,0,1,0,5.54
Bug Fix,Medium,Mid,Java,High,1,3,0,2,1,9,True,2,False,3.77,0,3,0,0,0.7
Code Review,Medium,Junior,C++,Critical,11,4,0,22,9,14,False,1,False,5.66,0,1,2,1,3.49
Refactoring,High,Tech Lead,Java,Medium,12,5,0,24,2,12,False,0,False,4.05,2,0,2,1,4.45
Feature Dev,High,Tech Lead,Other,Critical,2,2,0,4,9,15,True,0,True,4.15,1,0,0,1,0.88
Bug Fix,High,Tech Lead,Go,Critical,6,5,0,12,2,18,False,1,True,3.22,3,0,1,1,2.95
Feature Dev,High,Tech Lead,C++,High,6,4,1,12,1,15,True,3,False,1.75,3,1,0,0,3.38
Refactoring,High,Senior,Go,High,3,3,0,6,4,15,False,2,True,3.09,1,2,0,0,1.86
Code Review,Low,Mid,Go,Critical,2,2,3,4,2,11,False,3,False,4.21,0,1,1,0,1.25
Testing,Medium,Mid,Other,High,11,2,0,22,7,11,False,2,False,1.17,2,0,0,0,4.48
Documentation,Low,Senior,Python,High,5,5,2,10,6,17,False,0,True,4.06,1,2,1,1,1.85
Client Meeting,Medium,Mid,Go,Medium,7,4,3,14,3,16,False,2,False,3.63,0,3,1,0,3.27
Code Review,Low,Tech Lead,JavaScript,High,4,3,1,8,7,13,True,2,False,5.41,0,0,2,1,1.6
Deployment,High,Mid,C++,Critical,13,4,2,26,10,10,False,1,False,3.85,2,0,1,1,5.51
Code Review,Low,Junior,C++,High,10,2,1,20,8,15,False,0,False,3.22,0,2,0,0,3.41
Client Meeting,Medium,Junior,Go,Medium,10,5,3,20,10,14,True,2,False,4.13,1,2,2,0,4.44
Design Review,Medium,Mid,JavaScript,Critical,13,2,0,26,5,12,False,0,True,2.0,2,0,0,0,5.48
Feature Dev,High,Senior,Other,Medium,12,5,1,24,6,13,True,0,False,3.23,3,1,0,1,5.25
Bug Fix,Low,Tech Lead,Python,High,11,3,1,22,10,11,True,3,False,2.89,2,0,1,0,4.43
Deployment,Medium,Senior,Java,High,2,4,2,4,9,17,False,3,True,4.16,1,1,1,1,1.39
Client Meeting,High,Junior,C++,Medium,9,3,2,18,6,15,False,1,False,2.3,2,1,0,0,4.5
Design Review,Medium,Junior,Go,Low,9,2,1,18,6,14,True,0,False,5.41,0,1,0,1,3.51
Design Review,Low,Tech Lead,C++,High,8,5,0,16,8,17,True,0,False,2.74,2,2,1,0,2.77
Deployment,High,Tech Lead,Other,High,6,2,0,12,1,10,True,0,False,6.21,0,0,1,1,2.44
Client Meeting,High,Tech Lead,Other,Medium,2,2,0,4,6,13,True,1,True,4.34,0,1,1,0,1.03
Refactoring,High,Mid,Go,High,12,5,3,24,5,13,False,3,False,2.81,3,1,0,1,5.83
Documentation,Medium,Tech Lead,JavaScript,High,5,1,0,10,7,15,True,3,False,3.46,0,1,0,0,2.27
Deployment,Low,Tech Lead,Other,Medium,7,1,0,14,5,12,False,2,False,1.57,1,0,0,0,2.91
Refactoring,Medium,Senior,JavaScript,Critical,12,4,1,24,9,14,True,1,False,1.82,3,1,0,0,5.16
Refactoring,Low,Tech Lead,Go,High,8,1,0,16,10,18,False,3,False,2.68,0,1,0,0,3.22
Bug Fix,Low,Junior,Java,Critical,5,2,1,10,9,15,True,1,True,1.83,2,0,0,0,2.47
Refactoring,Low,Senior,Python,High,1,3,2,2,1,10,False,0,False,4.78,1,0,1,1,0.56
Client Meeting,Low,Senior,Java,High,3,5,2,6,1,11,False,1,False,4.64,2,0,1,2,1.03
Documentation,Medium,Tech Lead,JavaScript,Critical,2,4,2,4,4,15,False,3,False,2.92,1,2,1,0,1.17
Testing,Low,Mid,Python,Critical,1,3,0,2,1,12,False,2,True,2.36,2,1,0,0,0.73
Bug Fix,Medium,Tech Lead,JavaScript,Medium,6,1,0,12,5,14,True,1,False,1.58,1,0,0,0,2.51
Testing,Medium,Tech Lead,Java,Medium,7,5,0,14,10,13,False,2,False,2.57,4,0,0,1,2.95
Documentation,Medium,Senior,C++,Low,4,5,1,8,3,13,True,3,False,2.2,2,3,0,0,2.04
Code Review,High,Senior,Java,Critical,6,3,1,12,9,16,False,2,False,4.66,0,1,1,1,2.57
Code Review,Low,Junior,JavaScript,High,4,3,3,8,1,9,False,0,True,3.82,0,3,0,0,1.8
Feature Dev,High,Mid,Java,High,9,3,2,18,1,11,True,0,True,5.03,1,0,0,2,3.97
Feature Dev,Medium,Junior,C++,Critical,12,2,2,24,1,12,False,1,False,1.12,2,0,0,0,5.23
Client Meeting,Medium,Mid,Python,Medium,7,5,2,14,1,16,True,0,True,3.33,1,3,1,0,3.31
Deployment,High,Junior,JavaScript,Medium,6,2,3,12,8,15,True,1,False,2.68,1,1,0,0,3.43
Feature Dev,High,Junior,Python,Medium,3,5,2,6,9,13,False,2,False,4.05,1,2,0,2,1.66
Testing,High,Tech Lead,JavaScript,Medium,4,2,1,8,6,13,False,1,False,2.62,1,1,0,0,1.96
Bug Fix,Low,Junior,Python,Low,12,1,1,24,5,9,True,3,False,5.87,0,0,1,0,4.35
Deployment,Low,Tech Lead,Python,Critical,10,5,3,20,6,16,True,1,False,3.93,2,1,1,1,3.77
Design Review,Medium,Senior,Go,Medium,2,1,0,4,3,14,True,2,False,5.36,0,0,1,0,0.94
Bug Fix,High,Tech Lead,C++,Low,10,5,0,20,3,13,False,1,False,2.9,3,1,0,1,4.49
Design Review,Medium,Mid,Go,Critical,7,1,0,14,5,16,False,1,False,3.3,0,1,0,0,2.59
Testing,Low,Tech Lead,Java,Low,13,2,2,26,6,12,True,1,False,4.24,1,0,0,1,4.76
Feature Dev,Low,Senior,Other,Low,9,1,2,18,6,15,False,1,False,6.57,0,0,0,1,3.08
Bug Fix,Medium,Junior,C++,Critical,5,4,2,10,6,9,True,0,True,4.4,1,1,1,1,2.13
Design Review,Medium,Tech Lead,Python,Critical,1,3,2,2,5,12,False,0,False,3.43,1,1,1,0,0.5
Feature Dev,Low,Mid,Python,Low,1,5,1,2,9,11,True,3,False,3.28,1,3,1,0,0.59
Refactoring,Medium,Tech Lead,Python,Critical,6,3,3,12,2,11,False,1,True,5.4,0,1,1,1,2.61
Design Review,High,Senior,Other,Critical,9,2,0,18,7,11,False,2,False,1.81,2,0,0,0,4.33
Deployment,Medium,Mid,Other,High,2,1,1,4,7,12,False,2,True,1.22,1,0,0,0,1.13
Client Meeting,High,Senior,C++,High,2,5,3,4,3,14,False,3,False,3.54,3,0,2,0,1.49
Deployment,High,Junior,Java,High,13,1,0,26,10,17,False,3,True,3.35,0,1,0,0,6.52
Client Meeting,High,Junior,Java,Low,6,1,1,12,7,13,True,2,True,4.89,0,0,1,0,3.23
Design Review,Medium,Mid,Java,High,13,3,1,26,3,14,True,2,False,2.09,2,1,0,0,5.61
Bug Fix,Medium,Junior,Go,Medium,4,3,2,8,5,15,True,1,False,2.84,1,2,0,0,1.96
Bug Fix,Medium,Senior,JavaScript,Critical,12,2,2,24,2,17,False,0,False,1.78,2,0,0,0,5.17
Deployment,Low,Mid,Other,Low,9,5,1,18,7,17,False,3,False,4.98,0,3,0,2,2.92
Documentation,Medium,Mid,Java,Low,7,2,0,14,9,10,True,1,False,3.23,1,0,1,0,2.66
Documentation,Medium,Senior,C++,Medium,4,3,0,8,2,12,False,2,False,1.63,2,1,0,0,1.87
Documentation,High,Tech Lead,JavaScript,High,13,3,2,26,10,12,True,1,False,2.31,2,1,0,0,6.43
Refactoring,High,Junior,C++,Low,5,3,2,10,3,9,False,3,True,3.82,0,2,1,0,2.89
Refactoring,Medium,Senior,Java,Critical,9,5,3,18,5,17,False,2,True,2.83,2,2,1,0,4.55
